age,gender,total_sleep_hours,sleep_quality,exercise_mins_day,caffeine_intake_mg,screen_time_before_bed_mins,work_hours_hrs_day,productivity_score,mood_score,stress_level,exercise_cat
55,Other,5.03,1,48,194,153,9.607275055637512,6,6,5,medium
56,Male,7.7,7,19,76,34,6.342502840838275,8,9,1,low
39,Female,8.47,7,45,186,37,10.371757023165149,6,1,5,medium
20,Other,6.82,10,10,28,88,7.447804198134739,3,6,3,low
45,Other,8.6,9,40,290,92,8.575005731767614,3,4,1,medium
53,Female,5.64,3,76,222,120,5.824702146777941,7,5,6,high
45,Male,6.5,2,28,56,118,6.796813859234293,6,4,7,low
18,Male,9.47,9,30,70,140,4.775267477422489,1,2,7,low
25,Other,5.51,9,67,166,80,10.626264361345978,2,7,2,high
49,Male,7.3,1,23,88,94,11.515468983169498,6,8,4,low
25,Female,6.57,5,66,234,170,9.37226823243703,9,3,3,high
51,Other,5.19,6,52,65,37,4.718554827688586,4,3,6,medium
38,Male,6.81,5,29,6,123,4.112650284039028,8,3,9,low
44,Female,4.93,2,9,201,25,8.117955951645516,4,7,2,low
28,Male,6.58,8,61,28,101,6.711405735757677,1,8,6,high
53,Male,6.34,3,37,144,26,11.99755865096956,7,7,2,medium
46,Male,8.56,1,8,104,124,10.008716243539087,9,6,3,low
57,Female,6.19,10,69,5,27,5.1570267049875795,9,1,8,high
26,Male,5.34,9,77,87,112,9.68137285922401,10,4,9,high
43,Other,7.81,5,6,11,165,11.691767076197994,10,10,5,low
54,Other,5.33,5,20,283,111,7.661994939057594,6,3,1,low
59,Female,8.49,3,79,80,43,10.836040738545604,8,4,3,high
19,Other,9.42,1,0,32,29,4.229917575776981,6,6,9,low
57,Other,9.05,5,89,219,144,5.064693113382379,2,2,7,high
46,Male,8.39,6,71,70,88,11.811324994190628,9,4,3,high
45,Male,4.64,4,4,246,125,10.01237045950485,5,3,7,low
28,Female,5.14,4,71,52,122,11.362628613016309,9,4,9,high
28,Male,6.67,2,6,270,37,6.914635077828758,4,1,4,low
38,Other,8.55,5,44,44,151,4.906672683581647,5,2,4,medium
27,Other,6.5,2,27,70,66,10.538899226982274,7,4,9,low
37,Female,7.86,4,44,16,46,11.206256001507404,4,4,10,medium
25,Male,4.85,6,35,90,83,10.759120542610322,3,5,10,medium
20,Female,9.4,1,46,290,116,9.700968634786577,7,6,3,medium
25,Female,9.32,2,55,187,112,11.507303563558072,6,6,6,medium
27,Other,6.25,1,18,97,56,9.453452720899335,8,3,7,low
58,Other,6.3,8,42,208,87,6.637559093640414,6,5,9,medium
30,Male,8.74,1,54,51,35,10.088058321487312,2,8,4,medium
28,Male,5.68,7,46,286,75,4.716856483139369,2,3,7,medium
34,Other,6.77,7,70,150,80,8.24550512849955,3,2,5,high
53,Other,7.22,2,47,248,75,9.86148553117441,9,8,7,medium
55,Other,6.12,3,77,194,35,7.84905448661972,10,8,10,high
57,Other,8.66,2,60,2,81,5.134798575353937,1,6,3,medium
38,Female,4.63,3,47,166,66,11.547037751958008,4,2,2,medium
18,Male,9.49,3,18,109,33,6.43259671065081,1,6,3,low
24,Male,6.38,3,46,284,99,5.1337216659805796,1,7,8,medium
39,Female,6.2,4,43,6,127,5.903643771607607,1,1,10,medium
39,Male,6.18,7,27,286,96,4.732445818167609,2,5,8,low
36,Male,6.26,5,70,189,71,11.854236826223914,3,2,1,high
58,Female,8.74,4,26,51,48,8.000498612721664,6,6,7,low
51,Other,8.22,5,82,66,157,6.913823049169689,6,3,1,high
18,Female,5.17,9,37,174,28,8.69413411062422,6,8,1,medium
34,Female,8.04,1,16,224,166,10.356046782997932,5,4,8,low
56,Male,5,10,47,282,127,10.189358170920398,3,2,4,medium
44,Male,4.94,4,7,145,17,11.12078739350136,2,10,8,low
31,Female,5.77,10,3,230,138,6.050733826778063,6,3,5,low
24,Female,4.93,6,72,239,128,6.228501707597884,4,3,4,high
46,Female,8.64,10,16,67,109,6.218326850147387,9,5,6,low
18,Male,9.24,8,10,173,44,5.504457149724248,9,1,2,low
29,Male,7.93,8,23,202,166,5.1116829659377,4,1,5,low
53,Female,7.19,5,11,189,95,11.730494865755889,9,8,8,low
34,Other,6.51,1,69,59,178,11.10667701423008,9,3,2,high
35,Female,4.53,7,86,45,17,5.686135461134753,8,8,2,high
39,Female,4.82,6,48,128,77,9.338077167858792,2,3,7,medium
36,Male,6.97,1,88,281,162,11.58866511706401,4,10,6,high
18,Female,7.95,3,89,178,57,10.503623869177648,8,3,3,high
44,Male,5.75,7,10,224,177,4.229167450482053,9,5,7,low
33,Female,8.3,6,5,17,146,4.270573133753594,2,3,6,low
45,Female,9.43,4,35,106,125,8.004317417057003,10,6,8,medium
45,Female,5.17,7,87,89,49,11.052282384093452,5,8,8,high
57,Female,5.35,4,84,83,160,8.011976764288509,7,7,3,high
39,Other,4.5,7,1,186,164,9.29071446710866,9,2,7,low
49,Other,4.58,5,47,28,164,4.47923760802691,5,4,8,medium
59,Female,4.9,3,71,195,108,6.614262767753748,7,5,1,high
22,Female,4.55,8,28,138,145,5.3084136905835715,5,4,1,low
49,Other,7.59,3,88,189,57,11.55952725141611,4,6,8,high
59,Male,4.63,10,28,228,146,5.4418692145476895,7,5,1,low
54,Female,8.21,2,51,38,2,4.941745592661019,6,7,5,medium
21,Female,5.44,6,35,230,166,9.619953301299915,8,1,10,medium
29,Other,5.33,3,89,113,125,11.390772993541567,5,4,6,high
21,Other,4.84,1,24,233,15,8.61707867895406,4,4,8,low
33,Female,7.49,4,74,213,109,6.833045090781562,6,7,4,high
30,Other,6.4,2,81,89,41,5.4403991997342835,6,8,6,high
31,Female,8.7,5,72,67,70,11.866244820601391,10,3,8,high
46,Female,6.02,3,11,154,111,6.146648520954603,6,2,1,low
50,Other,5.13,1,14,266,163,11.382985395903123,10,1,7,low
32,Male,5.67,9,85,10,80,5.760100789211084,7,8,3,high
41,Male,4.74,4,9,246,77,6.087138441580288,6,5,4,low
49,Female,8.64,10,80,289,83,11.354387507021396,6,2,5,high
25,Other,9.43,10,30,140,126,9.469380173916054,7,10,3,low
53,Other,6.18,4,46,261,118,10.195428655278729,5,7,3,medium
36,Female,7.97,6,89,26,27,6.68897228667719,8,6,9,high
46,Female,8.3,4,33,82,160,7.957346257818747,2,2,1,medium
53,Female,9.38,7,46,79,106,10.344915013517534,1,8,10,medium
58,Female,8.79,5,22,72,87,7.2575427974868285,1,10,6,low
30,Other,7.75,9,24,70,163,4.351499252441556,1,6,4,low
54,Other,9.46,3,52,197,30,8.48003491261807,2,4,6,medium
49,Male,7.68,7,26,21,46,9.934963880775648,2,7,5,low
27,Male,8.31,8,32,296,117,8.411235799247205,7,4,2,medium
31,Male,8.14,9,45,132,169,10.604325532058835,10,10,8,medium
20,Other,7.69,10,84,44,46,6.291172627420628,8,9,9,high
24,Male,7.05,8,0,207,30,4.059188225539036,8,8,7,low
51,Other,9.49,4,12,278,96,5.838949074986954,9,5,7,low
24,Male,5.09,8,32,159,43,10.189853895502342,5,3,4,medium
25,Female,7.41,1,37,77,54,4.03807232055924,2,1,6,medium
34,Other,9.01,8,24,134,105,10.552256166690984,1,9,2,low
24,Male,7.35,4,64,48,34,6.172132621864571,1,8,3,high
39,Male,7.05,4,65,106,85,11.232863243661086,4,5,1,high
20,Male,8.36,10,18,232,144,7.546058730874676,10,4,10,low
58,Male,7.49,10,56,198,160,4.217290411629227,10,7,9,medium
57,Female,5.61,4,39,219,122,6.855956219674052,6,7,10,medium
27,Male,7.37,9,52,204,91,4.477907245850088,10,8,10,medium
56,Other,8.76,1,84,242,172,7.242812909004172,7,1,2,high
48,Male,8.5,2,48,122,46,9.131042487841356,2,4,4,medium
45,Other,9.41,1,7,123,148,5.668844416278939,5,10,10,low
53,Other,7.66,6,23,64,145,10.434347710216912,8,7,10,low
48,Male,7.45,7,88,180,90,5.504201902165826,4,10,3,high
52,Other,8.21,5,76,48,26,10.323938849986645,4,2,3,high
56,Other,5.05,8,61,82,122,4.91396504633582,10,10,7,high
35,Other,7.48,7,60,131,60,9.211830135081868,6,3,6,medium
53,Other,7.58,7,25,111,175,6.625649348571379,2,4,2,low
46,Male,8.73,4,69,19,173,6.1794448234043315,10,2,9,high
55,Female,4.93,8,15,147,37,8.575935562453665,5,2,8,low
22,Other,6.87,9,36,193,6,9.547176210180275,7,8,8,medium
30,Other,7.95,3,55,261,158,6.3933206645131735,8,1,5,medium
29,Male,8.49,8,0,69,55,6.330819237795117,3,8,5,low
48,Other,9.49,5,88,106,121,5.060390232838995,1,8,8,high
41,Male,6.36,1,42,179,113,10.454944347382735,2,1,3,medium
39,Other,8.82,8,47,111,125,6.986633539400242,10,5,4,medium
23,Male,4.52,2,18,227,117,5.08830866799844,6,8,9,low
19,Male,5.27,1,38,15,144,7.872940248013198,6,2,6,medium
57,Other,4.83,6,68,280,94,9.74725022158688,9,8,7,high
36,Female,7.6,5,35,145,77,8.810001579777413,7,4,5,medium
29,Female,9.45,4,6,22,161,5.661397186872853,2,5,6,low
58,Other,6.82,7,16,24,63,5.893480207742695,7,3,5,low
18,Male,5.32,5,30,7,71,9.57089013533178,7,10,5,low
50,Male,5.29,5,16,51,139,6.94864712052337,5,5,10,low
38,Other,6.13,6,54,25,52,4.449203632196143,7,8,7,medium
31,Male,8.75,2,86,174,74,6.5969977918275555,10,3,1,high
31,Other,7.39,1,15,7,166,10.2026658127137,1,10,9,low
36,Other,5.97,3,26,164,143,4.53847110699105,1,1,9,low
48,Male,9.43,8,23,220,172,6.340061560232508,10,8,3,low
23,Female,6.99,8,27,52,37,9.379475215698744,2,5,4,low
31,Other,6.09,3,7,250,134,7.10256870979901,7,8,7,low
50,Male,8,2,48,237,173,4.0790368531364525,6,2,10,medium
24,Other,6.15,5,65,110,11,9.729080505228556,4,10,7,high
59,Female,4.92,10,14,102,46,10.782344720104245,6,1,8,low
55,Female,8.07,3,17,206,88,11.39899334930186,3,1,2,low
35,Other,7.8,4,17,132,13,4.923469119868074,9,7,8,low
18,Other,8.2,4,22,215,73,7.164311010889115,3,8,6,low
36,Male,4.93,1,76,195,63,6.8384113542509875,10,7,2,high
21,Male,8.6,5,14,214,25,10.465691581201892,6,10,1,low
59,Female,9.46,3,75,195,120,6.236223083294552,4,4,7,high
36,Other,7.53,1,11,184,172,7.314403294647953,6,10,6,low
27,Other,5.84,8,4,125,114,6.453578163095986,3,7,8,low
53,Female,5.84,1,57,104,25,10.797704356643152,4,2,9,medium
21,Other,6.21,8,80,140,147,5.531562333674174,7,1,5,high
42,Other,7.12,6,83,257,131,10.70404060760973,7,6,9,high
33,Male,7.81,3,54,60,62,11.196681731696769,8,6,2,medium
46,Other,8.82,3,61,232,135,5.199333025147597,8,7,6,high
19,Male,4.87,2,61,15,93,8.026420834377904,4,8,1,high
39,Female,8.75,9,21,295,38,11.12634441352259,4,7,5,low
44,Other,7.79,10,30,200,51,10.211722115811888,5,3,2,low
35,Female,5.97,5,64,59,10,7.3598863876476015,2,6,3,high
20,Female,6.57,9,21,116,22,6.663222437156048,8,2,7,low
21,Female,4.85,6,13,246,34,7.372494048935357,1,3,9,low
35,Female,6.04,10,37,25,125,10.138861288341964,4,9,2,medium
25,Other,9.39,4,14,290,38,4.624971446317954,10,4,9,low
41,Female,6.46,1,54,71,59,11.609016258139022,3,9,10,medium
50,Male,5.76,5,68,86,102,6.573472373336275,4,8,1,high
29,Other,7.51,10,78,233,160,11.142970018624816,9,8,3,high
28,Female,5.74,10,47,231,101,11.56590737591562,3,1,5,medium
19,Male,8.73,7,85,238,28,4.3632812486696295,10,2,7,high
19,Female,9.03,2,21,134,19,11.778629682483146,2,10,3,low
38,Male,7.15,5,23,33,177,5.9356232760607774,3,3,6,low
42,Male,8.89,3,22,10,115,6.476071670097853,3,7,10,low
40,Female,9.38,8,66,257,21,10.538354092709238,8,4,8,high
36,Male,8.19,1,22,190,29,6.253086346827654,10,4,6,low
29,Male,5.4,7,23,193,95,5.250516786734542,7,8,5,low
55,Male,8.67,6,30,227,115,9.058230138748192,5,6,3,low
54,Other,8.83,9,10,94,118,4.517902128611845,2,9,3,low
24,Other,6.69,4,79,270,52,4.873357614034311,5,8,3,high
22,Female,5.63,9,40,148,13,10.891988982832178,4,5,7,medium
37,Other,9.07,8,14,11,94,4.189641943197989,5,9,4,low
52,Male,9.45,7,16,11,145,6.0197543801702365,7,3,3,low
48,Other,9.42,7,8,57,107,5.951707851348506,4,9,1,low
36,Other,6.86,2,0,212,130,4.269840859661752,7,1,9,low
43,Female,8.12,7,49,238,0,5.165642019913631,3,3,10,medium
59,Male,8.63,6,69,195,39,6.431100543766575,2,9,4,high
31,Female,4.51,3,54,261,130,7.329501287469566,10,5,10,medium
46,Other,4.81,2,5,161,43,6.404236397737176,4,4,10,low
29,Other,4.73,3,21,3,135,4.530604890704541,8,4,3,low
46,Male,9.22,8,9,211,15,6.89147852101202,10,3,7,low
53,Female,5.54,8,61,237,17,7.248046186256607,2,10,8,high
50,Male,6.83,9,52,268,121,6.665440490566906,3,9,10,medium
19,Other,5.46,8,71,57,106,10.397719396223104,8,1,1,high
53,Other,4.87,2,67,226,129,9.406518931328735,9,10,5,high
59,Female,5.14,5,83,71,100,4.314382665830428,10,5,1,high
50,Female,7.83,1,10,34,166,5.604672240665923,10,8,5,low
49,Female,6.19,5,79,171,1,4.548023704817047,9,6,7,high
26,Female,6.66,1,31,288,63,4.641537291559235,2,2,7,medium
58,Female,7.79,10,79,129,59,9.539295671522728,3,3,9,high
32,Female,9.38,9,71,285,35,7.968278475250115,5,2,4,high
51,Male,4.85,8,49,36,119,4.501377077615727,6,1,1,medium
32,Female,6.91,2,11,1,177,7.275032654161846,7,4,4,low
27,Male,6.34,4,55,9,146,8.883289629549328,7,9,4,medium
18,Male,7.48,7,60,94,40,10.26337322352716,6,6,9,medium
31,Male,6.51,6,58,9,24,6.995735113044427,1,5,9,medium
42,Male,7.92,9,14,245,175,11.76521306438232,8,1,1,low
43,Male,5.48,8,50,245,127,5.273272254799225,5,5,6,medium
35,Other,6.49,1,8,185,157,8.856694249620405,2,10,9,low
43,Female,4.9,4,22,8,44,4.805331092154744,3,9,3,low
29,Male,8.84,4,76,154,28,4.760874993747135,8,10,3,high
56,Other,8.15,9,51,161,34,10.48894298192556,2,1,9,medium
58,Female,5.42,6,68,150,88,7.680096776645664,5,4,10,high
31,Male,7.65,4,0,25,32,4.999231242593623,10,5,7,low
25,Female,7.84,5,58,116,163,6.529424407009667,1,2,4,medium
42,Female,7.63,9,45,3,140,9.306542749395849,9,3,7,medium
18,Other,9.03,7,30,226,162,8.413173888784383,6,7,5,low
25,Female,6.52,7,31,61,172,6.73505057644892,3,10,7,medium
39,Female,9.42,7,76,201,95,4.102189680032448,4,6,9,high
56,Female,8.84,6,87,199,14,11.023605444672064,6,7,9,high
46,Other,6.85,1,50,64,100,8.046655497112567,4,6,1,medium
53,Male,8.83,10,73,174,2,4.965387596812654,5,8,1,high
29,Female,6.13,10,77,139,89,10.741017590901064,8,1,1,high
58,Female,5.35,5,60,120,42,10.246517048682364,2,7,6,medium
32,Other,8.41,2,24,21,158,8.820930215477528,2,7,6,low
41,Male,6.92,2,47,170,5,5.64015379897672,4,8,6,medium
37,Male,5.91,4,0,218,14,7.722502607262469,6,2,5,low
49,Male,7.54,3,36,48,58,10.80083062258323,5,5,6,medium
51,Female,9.06,4,5,177,108,11.524245733455722,9,2,1,low
52,Male,9.49,4,55,56,32,11.425118248975387,2,8,4,medium
46,Male,5.7,9,26,176,164,8.506904380487871,7,4,5,low
54,Female,6,9,55,79,13,10.093015782314358,1,4,7,medium
38,Male,6.5,4,70,80,141,4.359144914995365,6,10,7,high
33,Other,9.18,9,61,285,139,4.896881233507357,3,5,7,high
24,Male,7.95,4,17,5,83,9.573331741309296,4,7,4,low
24,Male,4.74,8,39,216,132,9.315147318472134,3,2,9,medium
52,Other,9.3,7,68,53,2,8.139041467627603,8,2,2,high
22,Female,9.38,9,43,288,55,6.072864053882411,2,1,1,medium
56,Male,9.23,1,37,141,89,11.276501281020575,7,7,8,medium
26,Other,9.05,6,27,125,91,9.785849207637698,10,6,5,low
58,Male,6.08,9,28,205,165,6.6460662976035465,4,8,2,low
50,Female,4.67,5,86,233,144,6.76267452917462,5,4,7,high
41,Female,4.85,3,7,295,12,5.2524053994228455,2,8,9,low
31,Male,6.91,6,63,252,5,11.783637864182516,6,1,5,high
46,Other,8.68,9,79,132,142,9.447968294863625,4,5,7,high
32,Female,5.52,6,31,296,169,4.007719694748512,8,3,6,medium
54,Other,4.6,6,26,104,174,4.9829450582192125,7,7,2,low
23,Other,5.81,1,12,152,124,7.233088888909538,1,8,9,low
57,Male,5.72,10,7,72,44,11.801433090037529,9,6,10,low
41,Male,8.68,8,16,239,92,9.36982462285336,2,8,5,low
52,Male,8.41,3,59,1,67,7.264362137720541,5,8,2,medium
45,Male,7.3,9,89,132,14,9.81309622619078,4,10,5,high
53,Other,5.19,7,46,181,30,9.726769954815335,2,7,3,medium
44,Male,5.87,5,62,98,163,7.842310558324322,2,4,8,high
35,Other,5.45,3,8,299,94,11.794868796927108,9,7,7,low
53,Other,8,8,72,256,105,8.693725471374396,5,9,7,high
53,Female,8.82,1,71,191,43,7.297396003548739,4,2,8,high
48,Female,5.95,2,47,10,135,7.509671211940206,2,8,8,medium
28,Female,9.11,9,51,198,75,4.694436589717082,2,1,6,medium
58,Other,8.11,8,54,215,92,10.479560073223222,2,9,3,medium
40,Female,8.25,10,75,168,7,11.630671774999666,9,5,9,high
41,Other,8.91,2,17,28,1,6.440897117427274,7,2,5,low
26,Male,6.99,7,74,21,48,5.481172333915612,10,4,4,high
57,Male,4.96,3,56,33,72,8.088834452114277,4,2,10,medium
28,Male,9.36,2,7,242,20,9.215464475806003,1,5,6,low
51,Other,7.53,3,36,276,119,7.160093360109576,3,1,3,medium
33,Other,6.15,9,31,148,111,10.516103036931227,8,1,4,medium
28,Male,9.24,4,63,205,31,11.301712691149987,2,10,3,high
59,Female,8.3,9,3,98,141,11.763896725096515,5,4,7,low
30,Male,5.65,10,28,92,5,4.108496764835765,9,2,6,low
54,Female,7.43,5,35,13,22,4.314095368292593,10,7,10,medium
55,Male,7.51,7,31,126,47,5.407690549287885,10,10,7,medium
20,Male,7.09,10,19,296,81,8.383570432564875,6,10,9,low
58,Male,4.84,9,82,178,132,7.703261507237733,1,8,4,high
23,Other,7.4,3,28,158,65,4.104588956843578,9,6,3,low
27,Female,8.69,9,35,255,66,9.101226271055182,9,7,7,medium
27,Male,7.94,5,84,128,161,9.866205566671816,5,3,8,high
23,Male,6.31,9,30,35,104,9.93341967718666,7,1,5,low
30,Male,8.85,4,74,117,65,6.8741101978047805,3,7,4,high
45,Female,4.85,5,29,64,68,11.7004222452906,2,8,2,low
47,Male,5.46,6,14,31,19,4.258415303322788,3,1,3,low
18,Other,8.93,1,28,200,84,6.932493758971922,2,4,9,low
49,Male,7.03,10,9,87,179,7.592883526922019,1,5,6,low
39,Male,5.73,8,72,90,175,9.885734776839502,2,6,3,high
47,Male,6.64,5,29,281,84,7.314549202018774,9,8,8,low
51,Female,6.83,4,8,122,37,10.095502201283155,10,3,4,low
59,Male,4.98,7,75,181,164,10.130765802283424,2,6,10,high
34,Other,8.88,10,84,151,155,9.833660713838505,1,2,5,high
18,Other,6.94,9,23,190,131,10.402003636744094,9,3,6,low
42,Male,9.36,2,60,227,154,9.678401671712445,1,10,4,medium
49,Other,4.97,7,6,208,126,5.983561150032649,2,6,2,low
36,Other,6.85,8,39,143,160,4.5716086998964585,9,2,2,medium
55,Other,7.74,8,5,114,11,8.916233066112454,8,10,6,low
33,Female,8.86,8,40,67,58,11.651356977421823,10,7,10,medium
21,Female,8.23,9,22,276,102,4.0694339327670015,5,9,1,low
20,Other,5.47,10,51,68,45,10.649765302459109,9,3,10,medium
27,Other,7.42,3,45,43,153,5.4291823004668665,2,4,8,medium
32,Other,9.31,6,52,100,77,11.582208251739768,2,6,2,medium
34,Female,7.84,8,65,0,30,10.012509054215275,4,10,8,high
50,Male,7.88,9,80,98,113,5.740032533923571,4,1,1,high
21,Other,8.03,9,72,153,23,5.343699171167017,9,4,9,high
33,Male,9.36,4,23,130,113,6.771998168134782,6,2,8,low
21,Male,8.31,8,44,34,171,7.212071203796072,9,9,5,medium
25,Other,8.12,9,19,24,38,11.877323955645611,9,5,8,low
39,Female,6.08,1,21,192,138,6.131159332967758,7,6,8,low
31,Other,7.26,6,0,19,163,9.090458180962523,2,3,7,low
58,Other,7.64,1,24,208,173,10.239708199453355,1,5,5,low
27,Male,6.28,7,75,295,177,11.980020027849577,4,4,10,high
18,Other,7.67,5,81,251,160,4.176749976838199,7,8,5,high
52,Male,7.29,1,67,278,105,7.350985813562819,1,4,3,high
36,Other,4.66,2,5,218,164,7.438198675530929,2,1,9,low
53,Other,5.6,4,26,188,164,8.863232994377181,2,8,4,low
46,Female,6.86,3,14,288,179,5.967224340506133,9,6,3,low
35,Other,7.59,2,83,83,82,7.908649159800361,6,5,6,high
46,Other,7.84,5,63,3,93,4.888457061600139,4,8,8,high
20,Other,5.4,5,23,43,113,8.12513493920626,7,6,8,low
54,Male,5.8,8,36,203,2,7.749131188668423,5,4,1,medium
56,Male,7.34,1,72,298,130,10.904591988724588,5,3,5,high
40,Other,7.8,5,75,145,104,10.741773280345274,4,5,7,high
28,Female,5.55,9,15,282,99,10.3732669907987,5,7,5,low
52,Other,4.73,1,81,48,40,10.00027278357523,5,7,7,high
34,Other,4.95,7,66,166,88,5.706961257242355,1,3,6,high
36,Male,6.46,6,12,156,79,4.000384991154494,4,2,6,low
49,Male,7.55,8,29,105,81,9.04499499092266,8,5,1,low
53,Other,8.32,3,85,283,19,9.032242650809978,2,9,8,high
43,Other,7.71,9,10,267,34,5.5288515047478315,7,7,1,low
18,Other,6.67,1,34,233,159,10.153939033403647,7,4,3,medium
59,Male,6.37,10,68,184,147,10.680101372602266,5,3,3,high
56,Other,4.66,4,24,249,111,7.50483831718061,7,1,8,low
55,Other,6.59,9,2,147,104,10.7138891849101,4,10,5,low
47,Male,7.11,1,12,124,157,11.816414875633882,2,5,9,low
41,Other,4.88,4,58,21,156,6.272720482550457,4,1,5,medium
34,Other,7.93,2,81,154,148,10.312086744438645,4,3,9,high
19,Male,4.81,3,20,77,78,10.786196805337829,9,10,4,low
34,Female,5.31,1,74,224,79,7.333786249088006,10,1,6,high
53,Other,8.43,3,60,83,85,10.484745287016077,7,9,3,medium
59,Male,6.71,2,34,95,49,11.186576157530954,10,6,1,medium
19,Female,5.52,7,8,26,136,5.86054832858665,4,4,3,low
20,Female,5.12,10,39,255,17,5.010464002498589,7,3,9,medium
55,Male,6.78,8,76,118,84,7.28302700311168,4,5,8,high
45,Male,6.93,3,33,102,116,8.175326965458549,10,3,10,medium
23,Male,5.49,10,11,193,127,4.379953797458578,1,1,4,low
18,Other,9.02,7,15,271,41,10.349370282445191,9,8,10,low
20,Other,7.63,9,36,23,25,9.262908044839758,3,7,6,medium
54,Male,8.21,6,35,79,97,9.645941969580033,5,4,1,medium
42,Other,4.57,6,19,177,87,8.067301596218762,8,3,7,low
22,Other,5.34,1,80,0,108,10.539451273710958,7,2,1,high
47,Male,8.61,1,66,60,64,6.546054221064965,9,8,5,high
51,Male,6.73,5,62,43,27,5.289894467477165,10,1,9,high
35,Male,8.92,10,44,107,45,10.335170899158395,9,1,9,medium
29,Male,6.58,3,32,57,127,8.541862239848154,4,2,10,medium
49,Other,5.14,10,47,18,82,10.007786077336846,7,8,2,medium
41,Female,6.94,6,75,202,126,10.73087679167466,10,1,1,high
25,Male,9.43,4,57,244,172,10.473319807795177,7,2,1,medium
18,Female,6.38,7,76,186,165,10.615830619872249,5,10,1,high
41,Male,4.71,8,31,220,164,7.679271375641286,9,6,9,medium
39,Female,5.03,10,48,176,169,4.855999771868794,6,2,5,medium
27,Male,9.3,1,86,271,23,8.843201070004191,7,9,7,high
58,Female,6.95,8,60,163,125,10.507351331445449,1,5,3,medium
49,Other,9.34,5,55,85,169,5.577615990808266,1,3,1,medium
54,Female,8.78,3,82,224,64,4.074031361735708,3,6,6,high
20,Male,5.73,3,36,244,83,4.623795388174492,9,7,1,medium
24,Female,7.83,3,24,195,114,8.122236992896683,3,2,9,low
47,Male,7.55,6,21,98,169,8.25394185291713,10,9,8,low
58,Male,6.01,6,41,32,62,6.488414152764807,9,4,3,medium
26,Male,5.59,3,19,57,59,7.074541083666974,3,7,4,low
26,Male,8.57,4,4,167,145,10.149687270139314,3,10,5,low
38,Female,8.58,9,67,115,137,7.4453415162627214,3,9,5,high
55,Other,9.46,10,59,283,155,6.1463028071106605,7,3,4,medium
29,Other,5.65,9,28,106,141,6.602622614113132,2,7,7,low
33,Male,7.83,9,11,89,73,6.564079641276909,1,3,8,low
43,Other,8.36,2,50,49,44,10.385228121416247,1,3,1,medium
22,Female,8.72,10,81,235,87,11.967339319019072,3,6,7,high
58,Other,8.96,9,27,235,63,4.963177403850359,7,2,8,low
55,Other,4.6,4,75,293,100,11.574711057401178,4,3,1,high
37,Female,6.69,8,10,87,86,9.299325968649269,5,3,2,low
20,Other,8.34,4,43,124,102,6.194801310842958,8,10,3,medium
47,Male,9.48,2,12,110,162,8.059619173894854,8,1,10,low
35,Female,5.6,10,4,160,123,10.237474922924624,1,4,1,low
19,Male,8.06,10,36,128,59,5.8818766397651725,10,8,4,medium
23,Female,7.46,5,36,216,138,5.417882193122339,8,1,8,medium
49,Other,8.23,7,12,105,48,9.540345105648296,5,9,7,low
22,Female,7.82,5,22,73,113,8.134085074374397,8,4,3,low
19,Male,5.08,5,79,211,2,9.935057346585356,2,5,4,high
51,Female,6.23,2,63,66,109,7.974528644319878,5,6,8,high
22,Female,8.39,4,56,103,162,10.582844189161923,7,8,9,medium
41,Other,7.92,6,57,0,170,10.299269027447217,2,5,7,medium
58,Female,8.08,5,69,231,142,7.060589646524853,2,7,4,high
40,Other,9.06,7,14,240,78,11.545392409268583,4,6,1,low
40,Male,7.22,7,41,159,141,10.295723935739652,5,2,9,medium
20,Other,6.81,7,67,124,95,9.199552271052974,8,8,7,high
27,Male,4.99,2,16,260,24,5.96118415917961,6,3,7,low
